NAME,year,CountOfCAMPNAME,SumOfCPETALLC,SumOfCPETECOC,SumOfCPETLEPC,SumOfCPETBILC,SumOfCPETSPEC
Jubilee Academies,2010,4,701,591,116,116,45
Jubilee Academies,2011,5,916,758,132,130,56
Jubilee Academies,2012,7,1836,1267,234,226,110
Jubilee Academies,2013,8,2378,1700,503,486,161
Jubilee Academies,2014,9,2991,2277,648,603,196
Jubilee Academies,2015,8,4251,2968,747,652,265
Jubilee Academies,2016,8,4598,2927,839,764,301
Jubilee Academies,2017,9,4731,3016,924,843,322
Jubilee Academies,2018,10,5650,3533,1080,978,372
Katherine Anne Porter School,2000,1,61,16,0,0,12
Katherine Anne Porter School,2001,1,114,16,0,0,18
Katherine Anne Porter School,2002,2,201,44,0,0,40
Katherine Anne Porter School,2003,2,171,61,0,0,36
Katherine Anne Porter School,2004,1,125,49,0,0,21
Katherine Anne Porter School,2005,1,115,39,0,0,26
Katherine Anne Porter School,2006,1,99,40,0,0,18
Katherine Anne Porter School,2007,1,124,38,0,0,21
Katherine Anne Porter School,2008,1,122,31,0,0,16
Katherine Anne Porter School,2009,1,121,34,0,0,10
Katherine Anne Porter School,2010,1,124,56,0,0,14
Katherine Anne Porter School,2011,1,139,71,0,0,13
Katherine Anne Porter School,2012,1,146,74,0,0,12
Katherine Anne Porter School,2013,1,137,64,0,0,14
Katherine Anne Porter School,2014,1,150,79,0,0,17
Katherine Anne Porter School,2015,1,146,74,0,0,14
Katherine Anne Porter School,2016,1,164,67,0,0,16
Katherine Anne Porter School,2017,1,159,73,0,0,17
Katherine Anne Porter School,2018,1,157,63,0,0,14
Kauffman Leadership Academy,2017,1,63,8,0,0,2
Kauffman Leadership Academy,2018,1,91,22,3,3,11
Kenny Dorham School For The Perfor,2001,1,25,3,0,0,0
Kenny Dorham School For The Perfor,2002,1,40,21,0,0,4
Ki Charter Academy,2016,1,173,173,0,0,88
Ki Charter Academy,2017,1,174,174,1,0,99
Ki Charter Academy,2018,1,174,170,4,2,96
KIPP Public Charter Schools,1999,1,293,267,0,0,0
KIPP Public Charter Schools,2000,1,290,266,49,32,6
KIPP Public Charter Schools,2001,1,316,288,32,44,10
KIPP Public Charter Schools,2002,1,338,303,29,18,12
KIPP Public Charter Schools,2003,2,397,332,0,33,24
KIPP Public Charter Schools,2004,4,589,481,74,79,47
KIPP Public Charter Schools,2005,4,892,762,181,170,64
KIPP Public Charter Schools,2006,5,1682,1472,312,288,111
KIPP Public Charter Schools,2007,9,2371,1985,492,473,127
KIPP Public Charter Schools,2008,13,3273,2935,773,744,180
KIPP Public Charter Schools,2009,18,4484,4022,1163,1156,223
KIPP Public Charter Schools,2010,22,6055,5270,1626,1616,288
KIPP Public Charter Schools,2011,27,8014,7208,2397,2364,358
KIPP Public Charter Schools,2012,29,9945,8975,3136,3102,457
KIPP Public Charter Schools,2013,32,12220,10526,3868,3857,585
KIPP Public Charter Schools,2014,36,15029,13596,4925,5005,778
KIPP Public Charter Schools,2015,39,17773,16015,6375,6624,1038
KIPP Public Charter Schools,2016,41,20554,18563,7559,7969,1307
KIPP Public Charter Schools,2017,46,23279,20887,8370,8883,1541
KIPP Public Charter Schools,2018,49,25154,22195,9182,9664,1798
Koinonia Community Learning Academy,2011,1,43,43,0,0,0
Koinonia Community Learning Academy,2012,1,208,200,7,7,14
Koinonia Community Learning Academy,2013,1,176,173,5,1,10
Koinonia Community Learning Academy,2014,1,135,134,0,0,19
La Academia De Estrellas,2007,1,174,154,122,122,7
La Academia De Estrellas,2008,1,271,236,158,158,18
La Academia De Estrellas,2009,1,334,299,205,207,36
La Academia De Estrellas,2010,1,354,318,208,208,27
La Academia De Estrellas,2011,1,602,568,325,325,38
La Academia De Estrellas,2012,1,743,695,396,396,59
La Academia De Estrellas,2013,1,950,899,499,494,82
La Academia De Estrellas,2014,1,1058,1000,548,539,103
La Academia De Estrellas,2015,1,1048,989,578,571,99
La Academia De Estrellas,2016,1,1126,1011,663,649,107
La Academia De Estrellas,2017,1,1083,994,665,651,104
La Academia De Estrellas,2018,1,1088,961,670,659,95
La Amistad Love & Learning Academy,2000,1,52,51,0,0,0
La Amistad Love & Learning Academy,2001,1,106,102,0,0,0
La Amistad Love & Learning Academy,2002,1,127,125,0,0,0
La Amistad Love & Learning Academy,2003,1,155,153,0,0,0
La Amistad Love & Learning Academy,2004,1,255,246,0,0,0
La Amistad Love & Learning Academy,2005,1,257,243,0,0,4
La Amistad Love & Learning Academy,2006,1,280,279,60,57,6
La Amistad Love & Learning Academy,2007,1,184,179,55,52,1
La Amistad Love & Learning Academy,2008,1,199,198,57,47,0
La Amistad Love & Learning Academy,2009,3,258,184,166,166,0
La Amistad Love & Learning Academy,2010,3,347,342,203,195,7
La Amistad Love & Learning Academy,2011,3,387,381,227,220,6
La Amistad Love & Learning Academy,2012,3,397,374,227,222,12
La Amistad Love & Learning Academy,2013,3,344,336,204,203,41
La Amistad Love & Learning Academy,2014,3,253,243,182,181,155
La Amistad Love & Learning Academy,2015,2,257,242,202,202,32
La Amistad Love & Learning Academy,2016,1,228,216,176,176,7
La Escuela De Las Americas,1999,1,45,45,19,19,11
La Escuela De Las Americas,2000,1,99,83,34,35,4
La Escuela De Las Americas,2001,1,63,57,34,32,8
La Escuela De Las Americas,2002,1,73,63,43,43,4
La Escuela De Las Americas,2003,1,89,71,47,37,2
La Escuela De Las Americas,2004,1,98,88,42,38,9
La Escuela De Las Americas,2005,1,121,112,55,54,8
La Escuela De Las Americas,2006,1,142,133,64,64,8
La Escuela De Las Americas,2007,1,124,116,66,66,5
La Escuela De Las Americas,2008,1,149,124,74,72,7
La Escuela De Las Americas,2009,1,161,69,85,161,8
La Escuela De Las Americas,2010,1,98,73,53,98,4
La Fe Preparatory School,2008,1,93,90,74,74,1
La Fe Preparatory School,2009,1,126,118,98,98,7
La Fe Preparatory School,2010,1,156,139,126,126,12
La Fe Preparatory School,2011,1,190,165,149,175,14
La Fe Preparatory School,2012,1,217,188,168,214,17
La Fe Preparatory School,2013,1,268,240,202,262,18
La Fe Preparatory School,2014,1,275,258,211,237,16
La Fe Preparatory School,2015,1,251,237,184,246,25
La Fe Preparatory School,2016,1,262,247,193,236,15
La Fe Preparatory School,2017,1,259,248,198,234,7
La Fe Preparatory School,2018,1,249,241,190,217,6
Leadership Prep School,2012,1,250,20,23,22,2
Leadership Prep School,2013,1,350,16,34,32,7
Leadership Prep School,2014,1,425,17,36,44,20
Leadership Prep School,2015,1,520,27,41,42,44
Leadership Prep School,2016,1,595,20,46,45,52
Leadership Prep School,2017,2,876,33,74,72,58
Leadership Prep School,2018,2,1099,36,62,58,73
Legacy Preparatory,2013,3,820,454,51,50,27
Legacy Preparatory,2014,3,980,727,145,134,47
Legacy Preparatory,2015,3,1252,889,301,283,71
Legacy Preparatory,2016,3,1187,791,339,317,74
Legacy Preparatory,2017,3,1362,887,451,432,96
Legacy Preparatory,2018,2,1393,880,490,476,105
Life School,1999,1,283,125,0,0,6
Life School,2000,1,569,231,0,0,8
Life School,2001,1,708,339,0,0,12
Life School,2002,1,794,430,48,39,33
Life School,2003,1,869,465,58,43,54
Life School,2004,2,1250,607,70,69,65
Life School,2005,2,1648,771,123,122,130
Life School,2006,2,1964,873,140,138,203
Life School,2007,2,2171,902,123,123,266
Life School,2008,3,2829,1183,161,158,275
Life School,2009,4,3124,1322,171,170,270
Life School,2010,4,3434,1594,211,210,261
Life School,2011,4,3705,1819,243,241,247
Life School,2012,4,3939,2033,286,280,261
Life School,2013,4,4206,2270,326,320,287
Life School,2014,5,4644,2574,392,384,320
Life School,2015,5,5026,2776,484,479,320
Life School,2016,7,5364,3052,533,525,374
Life School,2017,7,5668,3161,542,533,419
Life School,2018,7,5662,3445,507,500,489
Lighthouse Charter School,2004,1,168,109,0,0,10
Lighthouse Charter School,2005,1,176,109,0,0,19
Lighthouse Charter School,2006,1,152,100,0,0,16
Lighthouse Charter School,2007,1,66,60,4,4,5
Lighthouse Charter School,2008,1,127,108,3,4,15
Lighthouse Charter School,2009,1,166,138,9,9,16
Lighthouse Charter School,2010,1,207,144,10,10,20
Lighthouse Charter School,2011,1,221,205,30,30,16
Lighthouse Charter School,2012,1,214,194,39,39,20
Lighthouse Charter School,2013,1,233,213,47,47,21
Lighthouse Charter School,2014,1,247,222,63,63,20
Lighthouse Charter School,2015,1,262,232,60,60,22
Lighthouse Charter School,2016,2,287,249,75,75,25
Lighthouse Charter School,2017,2,295,256,62,58,22
Lighthouse Charter School,2018,2,302,258,67,65,22
Lone Star Language Academy,2018,1,111,4,17,17,7
Lumin Education,2000,1,59,44,15,0,0
Lumin Education,2001,1,103,65,37,33,4
Lumin Education,2002,1,126,80,45,36,10
Lumin Education,2003,1,150,98,64,50,12
Lumin Education,2004,1,156,101,72,61,15
Lumin Education,2005,1,163,111,80,72,21
Lumin Education,2006,1,171,108,82,76,16
Lumin Education,2007,1,168,109,79,74,15
Lumin Education,2008,1,177,106,91,86,9
Lumin Education,2009,1,198,125,83,77,8
Lumin Education,2010,1,207,138,81,78,11
Lumin Education,2011,1,225,138,88,85,24
Lumin Education,2012,1,249,154,103,101,28
Lumin Education,2013,1,263,146,96,91,30
Lumin Education,2014,1,273,158,107,101,23
Lumin Education,2015,1,272,170,124,116,18
Lumin Education,2016,1,281,186,120,115,19
Lumin Education,2017,1,293,188,122,123,31
Lumin Education,2018,1,313,187,119,115,36
Lynacre Academy Charter School,2000,1,63,55,0,0,9
Lynacre Academy Charter School,2001,1,126,119,8,0,12
Lynacre Academy Charter School,2002,1,127,125,14,0,23
Lynacre Academy Charter School,2003,1,139,131,0,0,26
Lynacre Academy Charter School,2004,1,120,116,0,0,25
Lynacre Academy Charter School,2005,1,117,116,0,0,23
Lynacre Academy Charter School,2006,1,88,87,0,0,10
Lynacre Academy Charter School,2007,1,105,105,0,0,0
Lynacre Academy Charter School,2008,1,68,56,0,0,7
Mainland Preparatory Academy,1999,1,188,79,0,0,2
Mainland Preparatory Academy,2000,1,215,114,0,0,6
Mainland Preparatory Academy,2001,1,259,133,3,0,5
Mainland Preparatory Academy,2002,1,284,132,0,0,4
Mainland Preparatory Academy,2003,1,348,165,0,0,4
Mainland Preparatory Academy,2004,1,609,327,0,0,6
Mainland Preparatory Academy,2005,1,589,384,0,0,8
Mainland Preparatory Academy,2006,1,564,291,3,0,3
Mainland Preparatory Academy,2007,1,543,321,0,0,4
Mainland Preparatory Academy,2008,1,495,347,0,0,3
Mainland Preparatory Academy,2009,1,505,302,0,0,4
Mainland Preparatory Academy,2010,1,481,327,0,0,2
Mainland Preparatory Academy,2011,1,438,322,0,0,3
Mainland Preparatory Academy,2012,1,411,304,0,0,0
Mainland Preparatory Academy,2013,1,392,265,1,1,5
Mainland Preparatory Academy,2014,1,412,348,1,1,4
Mainland Preparatory Academy,2015,1,437,365,1,1,3
Manara Academy,2010,1,249,94,115,115,4
Manara Academy,2011,1,202,91,77,75,8
Manara Academy,2012,1,406,214,85,82,26
Manara Academy,2013,1,457,241,97,95,31
Manara Academy,2014,1,494,246,109,107,30
Manara Academy,2015,2,693,345,131,131,40
Manara Academy,2016,2,873,429,201,186,52
Manara Academy,2017,3,917,401,252,197,51
Manara Academy,2018,3,878,429,280,250,67
Mccullough Academy Of Excellence,2001,1,185,63,0,0,4
Mccullough Academy Of Excellence,2002,1,193,86,0,0,4
Mccullough Academy Of Excellence,2003,1,232,1,0,0,10
Mccullough Academy Of Excellence,2004,1,186,112,0,0,13
Mccullough Academy Of Excellence,2005,1,180,104,0,0,10
Mccullough Academy Of Excellence,2006,1,125,88,0,0,6
Mccullough Academy Of Excellence,2007,1,137,110,1,1,6
Meadowland Charter District,2009,1,30,28,0,0,17
Meadowland Charter District,2010,1,60,53,0,0,34
Meadowland Charter District,2011,1,48,43,0,0,28
Meadowland Charter District,2012,1,57,47,0,0,33
Meadowland Charter District,2013,1,70,65,0,0,27
Meadowland Charter District,2014,1,97,86,0,0,44
Meadowland Charter District,2015,1,100,91,0,0,46
Meadowland Charter District,2016,1,101,88,0,0,37
Meadowland Charter District,2017,1,86,75,0,0,36
Meadowland Charter District,2018,2,137,127,0,0,71
Medical Center Charter School,2000,1,83,55,9,8,0
Medical Center Charter School,2001,1,223,88,15,2,3
Medical Center Charter School,2002,1,255,91,27,25,10
Medical Center Charter School,2003,1,202,107,21,18,15
Medical Center Charter School,2004,1,188,103,28,24,25
Medical Center Charter School,2005,1,271,202,62,55,16
Medical Center Charter School,2006,1,251,202,58,51,11
Medical Center Charter School,2007,1,241,206,47,38,11
Medical Center Charter School,2008,1,240,201,47,46,11
Medical Center Charter School,2009,1,261,224,53,49,11
Medical Center Charter School,2010,1,222,198,32,29,6
Medical Center Charter School,2011,1,222,204,42,37,5
Medical Center Charter School,2012,1,262,238,60,52,9
Medical Center Charter School,2013,1,348,283,78,60,10
Medical Center Charter School,2014,1,306,261,89,77,7
Medical Center Charter School,2015,1,326,259,89,77,8
Meridian World School Llc,2012,1,669,74,8,8,23
Meridian World School Llc,2013,1,785,63,20,18,27
Meridian World School Llc,2014,1,975,82,27,25,39
Meridian World School Llc,2015,1,1064,68,30,27,47
Meridian World School Llc,2016,1,1249,95,32,27,63
Meridian World School Llc,2017,1,1421,120,46,41,85
Meridian World School Llc,2018,1,1594,162,63,57,111
Metro Academy Of Math And Science,2002,1,298,26,0,0,4
Metro Academy Of Math And Science,2003,1,300,93,0,0,10
Metro Academy Of Math And Science,2004,1,356,135,0,0,10
Metro Academy Of Math And Science,2005,1,417,145,0,0,14
Metro Academy Of Math And Science,2006,1,339,174,0,0,14
Metro Academy Of Math And Science,2007,1,568,422,0,0,16
Metro Academy Of Math And Science,2008,3,322,208,0,0,7
Metro Academy Of Math And Science,2009,3,313,209,0,0,16
Metro Academy Of Math And Science,2010,3,359,283,1,1,28
Metro Academy Of Math And Science,2011,3,376,276,1,1,24
Meyerpark Elementary,2005,1,81,70,0,0,2
Meyerpark Elementary,2006,1,133,114,0,0,7
Meyerpark Elementary,2007,1,96,72,0,0,7
Meyerpark Elementary,2008,1,131,103,0,0,5
Meyerpark Elementary,2009,1,158,116,0,0,7
Meyerpark Elementary,2010,1,174,145,0,0,8
Meyerpark Elementary,2011,1,214,177,0,0,13
Meyerpark Elementary,2012,1,236,197,0,0,6
Meyerpark Elementary,2013,1,151,122,0,0,8
Meyerpark Elementary,2014,1,199,181,0,0,10
Meyerpark Elementary,2015,1,224,205,0,0,11
Meyerpark Elementary,2016,1,249,232,0,0,14
Meyerpark Elementary,2017,1,243,229,0,0,15
Meyerpark Elementary,2018,1,245,228,0,0,14
Midland Academy Charter School,2000,1,586,262,0,0,0
Midland Academy Charter School,2001,1,702,457,0,0,42
Midland Academy Charter School,2002,1,549,351,50,49,38
Midland Academy Charter School,2003,1,499,342,60,60,42
Midland Academy Charter School,2004,1,392,322,40,40,60
Midland Academy Charter School,2005,1,511,369,62,60,60
Midland Academy Charter School,2006,1,503,328,73,70,50
Midland Academy Charter School,2007,1,469,285,45,41,35
Midland Academy Charter School,2008,1,499,273,38,37,33
Midland Academy Charter School,2009,1,488,198,35,35,32
Midland Academy Charter School,2010,1,538,351,40,39,34
Midland Academy Charter School,2011,1,514,354,55,55,39
Midland Academy Charter School,2012,1,499,322,49,49,45
Midland Academy Charter School,2013,1,490,308,45,45,31
Midland Academy Charter School,2014,1,469,250,44,44,22
Midland Academy Charter School,2015,1,441,170,35,35,17
Midland Academy Charter School,2016,1,427,188,25,25,13
Midland Academy Charter School,2017,1,428,177,20,20,14
Midland Academy Charter School,2018,1,413,197,18,18,13
Midvalley Academy Charter District,2000,1,51,35,1,1,1
Midvalley Academy Charter District,2001,1,45,29,2,1,1
Midvalley Academy Charter District,2002,1,95,36,1,1,4
Midvalley Academy Charter District,2003,2,164,142,17,15,3
Midvalley Academy Charter District,2004,2,253,213,21,21,10
Midvalley Academy Charter District,2005,2,252,225,7,10,12
Midvalley Academy Charter District,2006,2,245,163,20,6,10
Midvalley Academy Charter District,2007,2,252,199,31,14,20
Midvalley Academy Charter District,2008,2,302,256,55,55,18
Midvalley Academy Charter District,2009,3,327,259,26,26,9
Midvalley Academy Charter District,2010,3,379,330,31,31,27
Midvalley Academy Charter District,2011,3,401,345,21,21,29
Midvalley Academy Charter District,2012,3,396,347,37,37,34
Midvalley Academy Charter District,2013,3,363,334,9,9,25
Midvalley Academy Charter District,2014,3,389,366,12,12,25
Midvalley Academy Charter District,2015,3,301,279,27,27,17
Midvalley Academy Charter District,2016,3,346,313,24,23,27
Midvalley Academy Charter District,2017,3,365,348,38,37,38
Midvalley Academy Charter District,2018,3,367,356,56,53,34
Montessori For All,2015,1,276,125,64,64,9
Montessori For All,2016,1,332,152,86,84,21
Montessori For All,2017,1,377,147,92,91,25
Montessori For All,2018,1,476,205,109,108,29
Nancy Ney Charter School,1999,1,72,57,0,0,27
Nancy Ney Charter School,2000,1,49,38,0,0,20
Nancy Ney Charter School,2001,1,35,17,0,0,10
Nancy Ney Charter School,2002,1,48,28,0,0,9
Nancy Ney Charter School,2003,1,82,52,0,0,16
Nancy Ney Charter School,2004,1,88,60,0,0,15
Nancy Ney Charter School,2005,1,112,84,0,0,16
Nancy Ney Charter School,2006,1,130,88,0,0,34
New Frontiers Public Schools Inc,1999,1,500,374,97,33,39
New Frontiers Public Schools Inc,2000,1,652,452,3,4,49
New Frontiers Public Schools Inc,2001,1,784,642,99,97,70
New Frontiers Public Schools Inc,2002,1,641,540,99,85,70
New Frontiers Public Schools Inc,2003,1,700,442,92,84,106
New Frontiers Public Schools Inc,2004,1,622,498,96,91,78
New Frontiers Public Schools Inc,2005,1,630,512,58,56,84
New Frontiers Public Schools Inc,2006,2,614,477,64,60,87
New Frontiers Public Schools Inc,2007,2,627,556,76,73,78
New Frontiers Public Schools Inc,2008,3,583,526,61,59,68
New Frontiers Public Schools Inc,2009,3,606,542,60,59,70
New Frontiers Public Schools Inc,2010,3,609,548,68,66,63
New Frontiers Public Schools Inc,2011,3,616,584,61,57,58
New Frontiers Public Schools Inc,2012,3,608,564,62,60,53
New Frontiers Public Schools Inc,2013,3,627,493,69,66,52
New Frontiers Public Schools Inc,2014,3,615,549,70,62,54
New Frontiers Public Schools Inc,2015,3,675,573,76,73,55
New Frontiers Public Schools Inc,2016,3,707,599,79,77,51
New Frontiers Public Schools Inc,2017,3,742,627,78,77,45
New Frontiers Public Schools Inc,2018,2,706,587,64,63,46
Newman International Academy,2012,1,330,28,5,0,16
Newman International Academy,2013,1,475,261,13,9,26
Newman International Academy,2014,1,719,338,44,40,45
Newman International Academy,2015,1,864,392,83,83,57
Newman International Academy,2016,2,1280,517,102,102,80
Newman International Academy,2017,5,2208,996,222,220,105
Newman International Academy,2018,6,2715,1205,316,302,133
North Hills Preparatory School,2005,1,57,1,0,0,0
North Hills Preparatory School,2008,1,421,198,66,0,7
North Houston H S For Business,2000,1,31,22,0,0,0
North Houston H S For Business,2001,1,79,49,0,0,3
North Houston H S For Business,2002,1,170,110,0,0,1
North Houston H S For Business,2003,1,224,72,0,0,3
North Houston H S For Business,2004,1,189,86,0,0,7
North Houston H S For Business,2005,1,189,130,0,0,5
North Houston H S For Business,2006,1,242,185,0,0,4
North Houston H S For Business,2007,2,275,246,0,0,9
North Houston H S For Business,2008,2,113,89,0,0,8
North Houston H S For Business,2009,2,102,97,0,0,13
North Houston H S For Business,2010,1,24,20,0,0,1
Northwest Mathematics Science & Language,2000,1,126,104,0,0,0
Northwest Mathematics Science & Language,2001,1,132,50,0,0,4
Northwest Mathematics Science & Language,2002,1,163,153,0,0,1
Northwest Mathematics Science & Language,2003,1,199,191,0,38,6
Northwest Mathematics Science & Language,2004,1,170,166,32,32,5
Northwest Preparatory,2002,2,175,168,0,0,44
Northwest Preparatory,2003,2,316,309,0,0,41
Northwest Preparatory,2004,2,284,259,0,0,52
Northwest Preparatory,2005,2,312,300,0,0,58
Northwest Preparatory,2006,2,308,292,0,0,57
Northwest Preparatory,2007,2,271,252,0,0,40
Northwest Preparatory,2008,2,245,241,0,0,24
Northwest Preparatory,2009,2,326,319,0,0,60
Northwest Preparatory,2010,2,283,271,24,0,49
Northwest Preparatory,2011,2,289,285,14,0,60
Northwest Preparatory,2012,2,366,356,1,0,73
Northwest Preparatory,2013,2,389,369,1,0,50
Northwest Preparatory,2014,2,241,236,0,0,30
Northwest Preparatory,2015,2,315,272,0,0,29
Nova Academy,1999,1,100,51,0,0,2
Nova Academy,2000,1,155,94,0,0,3
Nova Academy,2001,2,309,247,0,0,7
Nova Academy,2002,2,287,182,35,35,9
Nova Academy,2003,1,248,227,3,3,11
Nova Academy,2004,1,306,274,84,81,17
Nova Academy,2005,2,365,333,102,99,16
Nova Academy,2006,2,385,354,125,123,16
Nova Academy,2007,2,423,397,144,142,17
Nova Academy,2008,2,438,398,132,120,16
Nova Academy,2009,2,486,434,171,170,18
Nova Academy,2010,2,454,402,169,166,14
Nova Academy,2011,2,477,405,174,170,25
Nova Academy,2012,3,833,708,348,338,54
Nova Academy,2013,3,857,784,322,308,46
Nova Academy,2014,3,880,819,284,278,47
Nova Academy,2015,3,944,872,340,331,47
Nova Academy,2016,3,963,873,328,317,52
Nova Academy,2017,3,893,774,302,288,45
Nova Academy,2018,3,725,590,239,229,32
Nyos Charter School,1999,1,129,4,0,0,10
Nyos Charter School,2000,1,135,10,0,0,15
Nyos Charter School,2001,1,152,7,0,0,15
Nyos Charter School,2002,2,262,37,0,0,16
Nyos Charter School,2003,2,337,79,7,4,20
Nyos Charter School,2004,2,411,100,3,2,38
Nyos Charter School,2005,2,415,104,12,11,39
Nyos Charter School,2006,2,452,124,16,16,40
Nyos Charter School,2007,2,468,137,25,25,39
Nyos Charter School,2008,2,603,215,40,39,46
Nyos Charter School,2009,2,665,234,61,60,52
Nyos Charter School,2010,2,677,292,92,93,58
Nyos Charter School,2011,2,728,298,101,100,64
Nyos Charter School,2012,2,799,323,126,125,69
Nyos Charter School,2013,2,843,316,131,131,80
Nyos Charter School,2014,2,871,369,143,145,68
Nyos Charter School,2015,2,922,375,175,175,71
Nyos Charter School,2016,2,926,346,178,177,66
Nyos Charter School,2017,2,958,301,173,172,81
Nyos Charter School,2018,2,996,334,201,196,83
Odyssey Academy Inc,2000,1,173,103,15,15,8
Odyssey Academy Inc,2001,1,179,95,8,8,8
Odyssey Academy Inc,2002,1,204,120,49,12,12
Odyssey Academy Inc,2003,1,131,83,29,3,14
Odyssey Academy Inc,2004,1,185,119,45,5,14
Odyssey Academy Inc,2005,1,244,181,0,0,9
Odyssey Academy Inc,2006,1,267,184,52,0,11
Odyssey Academy Inc,2007,1,314,242,82,72,16
Odyssey Academy Inc,2008,1,360,286,89,83,19
Odyssey Academy Inc,2009,1,288,233,84,79,14
Odyssey Academy Inc,2010,1,506,401,141,126,22
Odyssey Academy Inc,2011,1,611,478,181,157,26
Odyssey Academy Inc,2012,1,674,568,214,159,35
Odyssey Academy Inc,2013,1,679,596,217,194,43
Odyssey Academy Inc,2014,1,708,601,197,207,61
Odyssey Academy Inc,2015,1,761,629,182,220,67
Odyssey Academy Inc,2016,2,1099,748,226,204,120
Odyssey Academy Inc,2017,2,1126,783,255,237,114
Odyssey Academy Inc,2018,2,1150,838,253,234,104
Orenda Charter School,2003,1,59,47,0,0,41
Orenda Charter School,2004,1,58,58,0,0,49
Orenda Charter School,2005,1,60,60,0,0,44
Orenda Charter School,2006,1,54,54,0,0,34
Orenda Charter School,2007,1,62,62,0,0,51
Orenda Charter School,2008,1,66,66,0,0,53
Orenda Charter School,2009,3,97,94,0,0,54
Orenda Charter School,2010,5,185,100,0,0,69
Orenda Charter School,2011,5,395,141,0,0,90
Orenda Charter School,2012,5,819,256,3,1,87
Orenda Charter School,2013,5,998,310,10,4,105
Orenda Charter School,2014,5,1206,307,15,10,147
Orenda Charter School,2015,5,1321,317,14,10,147
Orenda Charter School,2016,3,1381,169,16,10,120
Orenda Charter School,2017,5,1463,208,15,9,120
Orenda Charter School,2018,5,1659,269,18,12,150
Outreach Academy,2003,1,63,36,0,0,6
Outreach Academy,2004,1,145,84,0,0,19
Outreach Academy,2005,1,184,134,0,0,13
Outreach Academy,2006,1,110,99,0,0,5
Outreach Academy,2007,1,116,101,0,0,0
Outreach Academy,2008,1,188,158,5,5,14
Outreach Academy,2009,1,227,216,1,1,14
Outreach Academy,2010,1,218,206,1,1,11
Outreach Academy,2011,1,307,283,0,0,21
Panola Charter School,2001,1,90,64,0,0,12
Panola Charter School,2002,1,74,53,0,0,11
Panola Charter School,2003,1,75,48,0,0,13
Panola Charter School,2004,1,98,49,0,0,34
Panola Charter School,2005,1,164,79,0,0,49
Panola Charter School,2006,1,167,80,0,0,43
Panola Charter School,2007,1,144,84,0,0,25
Panola Charter School,2008,1,150,51,0,0,16
Panola Charter School,2009,1,130,44,1,0,10
Panola Charter School,2010,2,139,48,2,1,9
Panola Charter School,2011,3,157,51,0,0,8
Panola Charter School,2012,3,178,44,0,0,7
Panola Charter School,2013,3,169,52,1,0,8
Panola Charter School,2014,3,146,52,0,0,9
Panola Charter School,2015,3,154,55,0,0,16
Panola Charter School,2016,3,147,56,0,0,10
Panola Charter School,2017,3,118,49,0,0,6
Panola Charter School,2018,3,147,63,0,0,3
Paso del Norte Academy Charter District,2000,1,148,51,8,0,6
Paso del Norte Academy Charter District,2001,1,197,104,22,2,14
Paso del Norte Academy Charter District,2002,1,222,115,11,9,11
Paso del Norte Academy Charter District,2003,1,204,91,7,6,14
Paso del Norte Academy Charter District,2004,1,211,92,0,0,15
Paso del Norte Academy Charter District,2005,1,201,149,0,0,14
Paso del Norte Academy Charter District,2006,1,190,121,21,21,7
Paso del Norte Academy Charter District,2007,2,401,258,10,13,17
Paso del Norte Academy Charter District,2008,2,293,215,26,26,14
Paso del Norte Academy Charter District,2009,2,219,193,16,17,15
Paso del Norte Academy Charter District,2010,2,364,343,12,12,30
Paso del Norte Academy Charter District,2011,2,333,311,26,26,24
Paso del Norte Academy Charter District,2012,2,298,273,22,22,19
Paso del Norte Academy Charter District,2013,2,282,264,0,0,12
Paso del Norte Academy Charter District,2014,2,306,290,1,1,10
Paso del Norte Academy Charter District,2015,2,273,258,0,0,7
Paso del Norte Academy Charter District,2016,2,241,232,36,36,16
Paso del Norte Academy Charter District,2017,2,240,223,39,38,21
Paso del Norte Academy Charter District,2018,2,217,202,50,48,14
Peak Preparatory School,2008,2,389,275,51,0,8
Pegasus School Of Liberal Arts And Sciences,1998,1,106,0,0,0,0
Pegasus School Of Liberal Arts And Sciences,1999,1,166,31,0,0,1
Pegasus School Of Liberal Arts And Sciences,2000,1,156,95,0,0,1
Pegasus School Of Liberal Arts And Sciences,2001,1,168,85,4,4,3
Pegasus School Of Liberal Arts And Sciences,2002,1,151,76,10,9,10
Pegasus School Of Liberal Arts And Sciences,2003,1,159,116,22,16,16
Pegasus School Of Liberal Arts And Sciences,2004,1,212,161,22,21,17
Pegasus School Of Liberal Arts And Sciences,2005,1,266,169,41,33,25
Pegasus School Of Liberal Arts And Sciences,2006,1,262,183,44,36,44
Pegasus School Of Liberal Arts And Sciences,2007,1,257,185,58,56,41
Pegasus School Of Liberal Arts And Sciences,2008,1,319,239,101,79,36
Pegasus School Of Liberal Arts And Sciences,2009,1,487,363,136,136,44
Pegasus School Of Liberal Arts And Sciences,2010,1,470,285,116,116,43
Pegasus School Of Liberal Arts And Sciences,2011,1,550,428,144,144,50
Pegasus School Of Liberal Arts And Sciences,2012,1,662,497,182,182,64
Pegasus School Of Liberal Arts And Sciences,2013,1,780,673,282,279,67
Pegasus School Of Liberal Arts And Sciences,2014,1,726,588,280,278,53
Pegasus School Of Liberal Arts And Sciences,2015,1,662,573,279,279,57
