"ref_distnm","Year","CountOfCAMPNAME","SumOfCPETALLC","SumOfCPETECOC","SumOfCPETLEPC","SumOfCPETBILC","SumOfCPETSPEC"
"SER-Ni+她s Charter School",2007,1,563.00,531.00,498.00,498.00,24.00
"SER-Ni+她s Charter School",2008,2,587.00,547.00,520.00,520.00,31.00
"SER-Ni+她s Charter School",2009,2,607.00,474.00,554.00,554.00,24.00
"SER-Ni+她s Charter School",2010,2,622.00,522.00,531.00,531.00,24.00
"SER-Ni+她s Charter School",2011,2,615.00,556.00,522.00,522.00,18.00
"SER-Ni+她s Charter School",2012,3,831.00,788.00,734.00,781.00,36.00
"SER-Ni+她s Charter School",2013,3,954.00,917.00,847.00,886.00,38.00
"SER-Ni+她s Charter School",2014,3,1013.00,984.00,888.00,946.00,41.00
"SER-Ni+她s Charter School",2015,3,1031.00,996.00,936.00,961.00,41.00
"SER-Ni+她s Charter School",2016,3,1087.00,1046.00,964.00,1017.00,41.00
"SER-Ni+她s Charter School",2017,3,1104.00,1063.00,1004.00,1005.00,42.00
"SER-Ni+她s Charter School",2018,3,1107.00,1059.00,957.00,994.00,53.00
"SER-Ni+她s Charter School",2020,3,1159.00,1101.00,1038.00,1067.00,63.00
"Ser-Ninos Charter School",2019,3,1129.00,1097.00,999.00,1035.00,55.00
"Shekinah Radiance Academy",2000,1,138.00,0.00,0.00,0.00,5.00
"Shekinah Radiance Academy",2001,1,150.00,111.00,0.00,0.00,8.00
"Shekinah Radiance Academy",2002,3,193.00,84.00,0.00,0.00,25.00
"Shekinah Radiance Academy",2003,3,363.00,267.00,1.00,1.00,35.00
"Shekinah Radiance Academy",2004,3,416.00,347.00,3.00,3.00,48.00
"Shekinah Radiance Academy",2005,3,400.00,361.00,20.00,19.00,37.00
"Shekinah Radiance Academy",2006,4,800.00,522.00,22.00,22.00,45.00
"Shekinah Radiance Academy",2007,4,912.00,675.00,36.00,36.00,73.00
"Shekinah Radiance Academy",2008,5,945.00,616.00,44.00,43.00,62.00
"Shekinah Radiance Academy",2009,7,948.00,621.00,20.00,48.00,66.00
"Shekinah Radiance Academy",2010,8,1125.00,849.00,67.00,63.00,83.00
"Shekinah Radiance Academy",2011,9,1132.00,822.00,70.00,69.00,75.00
"Shekinah Radiance Academy",2012,8,915.00,641.00,49.00,48.00,63.00
"Shekinah Radiance Academy",2013,9,890.00,665.00,50.00,49.00,61.00
"Shekinah Radiance Academy",2014,6,798.00,558.00,26.00,23.00,49.00
"Shekinah Radiance Academy",2015,6,749.00,526.00,35.00,31.00,56.00
"Shekinah Radiance Academy",2016,4,486.00,369.00,32.00,30.00,41.00
"South Plains Academy Charter Distr",2019,1,216.00,199.00,5.00,5.00,22.00
"South Plains Academy Charter District",2000,1,143.00,66.00,3.00,1.00,23.00
"South Plains Academy Charter District",2001,1,142.00,88.00,1.00,0.00,23.00
"South Plains Academy Charter District",2002,1,155.00,92.00,1.00,1.00,28.00
"South Plains Academy Charter District",2003,1,192.00,95.00,0.00,0.00,38.00
"South Plains Academy Charter District",2004,1,201.00,116.00,0.00,0.00,35.00
"South Plains Academy Charter District",2005,1,190.00,144.00,0.00,0.00,35.00
"South Plains Academy Charter District",2006,1,136.00,110.00,0.00,0.00,21.00
"South Plains Academy Charter District",2007,1,181.00,139.00,0.00,0.00,36.00
"South Plains Academy Charter District",2008,1,133.00,105.00,1.00,1.00,29.00
"South Plains Academy Charter District",2009,1,121.00,107.00,0.00,0.00,9.00
"South Plains Academy Charter District",2010,1,181.00,157.00,0.00,0.00,33.00
"South Plains Academy Charter District",2011,1,207.00,172.00,0.00,0.00,31.00
"South Plains Academy Charter District",2012,1,180.00,160.00,1.00,1.00,27.00
"South Plains Academy Charter District",2013,1,188.00,143.00,0.00,0.00,35.00
"South Plains Academy Charter District",2014,1,225.00,186.00,0.00,0.00,34.00
"South Plains Academy Charter District",2015,1,204.00,189.00,0.00,0.00,37.00
"South Plains Academy Charter District",2016,1,200.00,176.00,2.00,2.00,21.00
"South Plains Academy Charter District",2017,1,202.00,182.00,4.00,4.00,23.00
"South Plains Academy Charter District",2018,1,198.00,183.00,2.00,2.00,24.00
"South Plains Academy Charter District",2020,1,208.00,152.00,5.00,5.00,37.00
"Southwest Preparatory School",1999,1,57.00,51.00,0.00,0.00,7.00
"Southwest Preparatory School",2000,1,177.00,58.00,0.00,0.00,19.00
"Southwest Preparatory School",2001,1,231.00,60.00,0.00,0.00,29.00
"Southwest Preparatory School",2002,2,260.00,86.00,0.00,0.00,28.00
"Southwest Preparatory School",2003,4,612.00,325.00,0.00,0.00,87.00
"Southwest Preparatory School",2004,3,694.00,364.00,0.00,0.00,112.00
"Southwest Preparatory School",2005,4,878.00,322.00,0.00,0.00,117.00
"Southwest Preparatory School",2006,4,955.00,602.00,9.00,7.00,129.00
"Southwest Preparatory School",2007,4,948.00,559.00,9.00,7.00,146.00
"Southwest Preparatory School",2008,4,920.00,530.00,14.00,10.00,123.00
"Southwest Preparatory School",2009,4,758.00,523.00,6.00,3.00,105.00
"Southwest Preparatory School",2010,4,805.00,515.00,6.00,2.00,101.00
"Southwest Preparatory School",2011,4,772.00,532.00,10.00,5.00,105.00
"Southwest Preparatory School",2012,4,468.00,325.00,2.00,2.00,66.00
"Southwest Preparatory School",2013,4,508.00,332.00,19.00,11.00,74.00
"Southwest Preparatory School",2014,5,627.00,483.00,77.00,53.00,80.00
"Southwest Preparatory School",2015,5,898.00,721.00,114.00,58.00,100.00
"Southwest Preparatory School",2016,5,891.00,720.00,99.00,64.00,91.00
"Southwest Preparatory School",2017,6,908.00,701.00,109.00,72.00,92.00
"Southwest Preparatory School",2018,6,879.00,685.00,107.00,77.00,95.00
"Southwest Preparatory School",2019,6,983.00,812.00,99.00,75.00,109.00
"Southwest Preparatory School",2020,6,970.00,816.00,84.00,70.00,37.00
"Southwest School",2019,6,1993.00,1800.00,1037.00,1087.00,137.00
"Southwest Schools",2000,2,241.00,173.00,0.00,0.00,6.00
"Southwest Schools",2001,2,444.00,200.00,136.00,137.00,57.00
"Southwest Schools",2002,1,446.00,104.00,13.00,13.00,24.00
"Southwest Schools",2003,3,475.00,243.00,5.00,4.00,35.00
"Southwest Schools",2004,4,493.00,327.00,107.00,107.00,75.00
"Southwest Schools",2005,3,1138.00,1026.00,297.00,229.00,83.00
"Southwest Schools",2006,5,1137.00,1041.00,441.00,367.00,58.00
"Southwest Schools",2007,6,1687.00,1424.00,646.00,560.00,188.00
"Southwest Schools",2008,6,1774.00,1361.00,649.00,603.00,118.00
"Southwest Schools",2009,5,2292.00,607.00,308.00,268.00,218.00
"Southwest Schools",2010,6,3594.00,1942.00,612.00,573.00,284.00
"Southwest Schools",2011,7,3867.00,1271.00,641.00,624.00,319.00
"Southwest Schools",2012,6,1613.00,1415.00,713.00,692.00,132.00
"Southwest Schools",2013,6,1728.00,1573.00,859.00,840.00,111.00
"Southwest Schools",2014,6,1948.00,1757.00,916.00,900.00,130.00
"Southwest Schools",2015,6,1988.00,1738.00,986.00,950.00,153.00
"Southwest Schools",2016,6,1853.00,1723.00,990.00,957.00,168.00
"Southwest Schools",2017,6,1838.00,1609.00,1054.00,1012.00,163.00
"Southwest Schools",2018,6,2025.00,1828.00,1175.00,1106.00,161.00
"Southwest Schools",2020,6,2042.00,1812.00,1175.00,1080.00,153.00
"St Anthony School",2004,1,202.00,71.00,0.00,0.00,0.00
"St Anthony School",2005,1,205.00,73.00,0.00,0.00,14.00
"St Anthony School",2006,1,197.00,76.00,0.00,0.00,9.00
"St Anthony School",2007,1,228.00,98.00,0.00,0.00,7.00
"St Anthony School",2008,2,231.00,116.00,0.00,0.00,10.00
"St Anthony School",2009,2,244.00,102.00,0.00,0.00,7.00
"St Anthony School",2010,2,288.00,171.00,0.00,0.00,5.00
"St Anthony School",2011,2,290.00,189.00,0.00,0.00,11.00
"St Anthony School",2012,2,308.00,231.00,0.00,0.00,20.00
"St Anthony School",2013,2,302.00,227.00,0.00,0.00,17.00
"St Anthony School",2014,2,311.00,211.00,0.00,0.00,18.00
"St Anthony School",2015,2,308.00,222.00,0.00,0.00,22.00
"St Anthony School",2016,2,316.00,221.00,0.00,0.00,22.00
"St Anthony School",2017,2,313.00,217.00,0.00,0.00,23.00
"St Anthony School",2018,2,334.00,228.00,0.00,0.00,21.00
"St Anthony School",2019,2,309.00,224.00,0.00,0.00,10.00
"St Anthony School",2020,2,318.00,233.00,0.00,0.00,24.00
"St Mary's Academy Charter School",2002,1,190.00,101.00,0.00,0.00,11.00
"St Mary's Academy Charter School",2003,1,208.00,115.00,0.00,0.00,22.00
"St Mary's Academy Charter School",2004,1,196.00,151.00,0.00,0.00,28.00
"St Mary's Academy Charter School",2005,1,223.00,179.00,0.00,0.00,40.00
"St Mary's Academy Charter School",2006,1,224.00,171.00,0.00,0.00,38.00
"St Mary's Academy Charter School",2007,1,283.00,203.00,0.00,0.00,35.00
"St Mary's Academy Charter School",2008,1,299.00,232.00,0.00,0.00,29.00
"St Mary's Academy Charter School",2009,1,319.00,248.00,1.00,1.00,32.00
"St Mary's Academy Charter School",2010,1,333.00,259.00,0.00,0.00,35.00
"St Mary's Academy Charter School",2011,1,361.00,274.00,5.00,5.00,32.00
"St Mary's Academy Charter School",2012,1,396.00,302.00,4.00,4.00,41.00
"St Mary's Academy Charter School",2013,1,431.00,333.00,0.00,0.00,31.00
"St Mary's Academy Charter School",2014,1,434.00,333.00,2.00,2.00,30.00
"St Mary's Academy Charter School",2015,1,450.00,323.00,7.00,7.00,24.00
"St Mary's Academy Charter School",2016,1,442.00,350.00,11.00,11.00,26.00
"St Mary's Academy Charter School",2017,1,443.00,355.00,10.00,10.00,29.00
"St Mary's Academy Charter School",2018,1,457.00,390.00,5.00,5.00,32.00
"St Mary'S Academy Charter School",2019,1,430.00,355.00,5.00,5.00,35.00
"St Mary's Academy Charter School",2020,1,429.00,313.00,5.00,5.00,37.00
"Step Charter School",2007,1,87.00,87.00,20.00,20.00,6.00
"Step Charter School",2008,1,141.00,141.00,33.00,30.00,9.00
"Step Charter School",2009,1,172.00,172.00,56.00,52.00,18.00
"Step Charter School",2010,1,203.00,183.00,70.00,63.00,17.00
"Step Charter School",2011,1,233.00,210.00,95.00,94.00,21.00
"Step Charter School",2012,1,250.00,223.00,105.00,104.00,23.00
"Step Charter School",2013,1,290.00,266.00,128.00,128.00,28.00
"Step Charter School",2014,1,307.00,261.00,102.00,102.00,30.00
"Step Charter School",2015,1,341.00,340.00,103.00,103.00,40.00
"Step Charter School",2016,1,347.00,313.00,124.00,124.00,44.00
"Step Charter School",2017,2,452.00,373.00,207.00,207.00,41.00
"Step Charter School",2018,2,474.00,378.00,229.00,228.00,33.00
"Step Charter School",2019,2,505.00,472.00,253.00,250.00,35.00
"Step Charter School",2020,2,519.00,476.00,284.00,280.00,32.00
"Stephen F Austin State University",2009,1,154.00,16.00,0.00,0.00,11.00
"Stephen F Austin State University",2010,1,221.00,25.00,0.00,0.00,12.00
"Stephen F Austin State University",2011,1,261.00,39.00,0.00,0.00,10.00
"Stephen F Austin State University",2012,1,259.00,25.00,1.00,1.00,10.00
"Stephen F Austin State University",2013,1,252.00,19.00,3.00,2.00,10.00
"Stephen F Austin State University",2014,1,246.00,17.00,2.00,1.00,12.00
"Stephen F Austin State University",2015,1,250.00,19.00,3.00,2.00,8.00
"Stephen F Austin State University",2016,1,242.00,14.00,4.00,3.00,7.00
"Stephen F Austin State University",2017,1,255.00,22.00,6.00,5.00,16.00
"Stephen F Austin State University",2018,1,255.00,22.00,7.00,7.00,13.00
"Stephen F Austin State University",2019,1,256.00,16.00,10.00,5.00,19.00
"Stephen F Austin State University",2020,1,254.00,19.00,11.00,5.00,19.00
"Tekoa Academy Of Accelerated Studi",2019,4,464.00,441.00,0.00,0.00,20.00
"Tekoa Academy Of Accelerated Studies",2000,1,157.00,87.00,0.00,0.00,5.00
"Tekoa Academy Of Accelerated Studies",2001,1,117.00,90.00,0.00,0.00,10.00
"Tekoa Academy Of Accelerated Studies",2002,2,209.00,165.00,0.00,0.00,5.00
"Tekoa Academy Of Accelerated Studies",2003,1,160.00,147.00,0.00,0.00,21.00
"Tekoa Academy Of Accelerated Studies",2004,1,222.00,137.00,0.00,0.00,18.00
"Tekoa Academy Of Accelerated Studies",2005,1,334.00,305.00,0.00,0.00,29.00
"Tekoa Academy Of Accelerated Studies",2006,1,343.00,207.00,0.00,0.00,17.00
"Tekoa Academy Of Accelerated Studies",2007,1,338.00,323.00,0.00,0.00,32.00
"Tekoa Academy Of Accelerated Studies",2008,1,411.00,378.00,0.00,0.00,27.00
"Tekoa Academy Of Accelerated Studies",2009,2,396.00,371.00,0.00,0.00,32.00
"Tekoa Academy Of Accelerated Studies",2010,2,421.00,405.00,0.00,0.00,29.00
"Tekoa Academy Of Accelerated Studies",2011,4,493.00,475.00,0.00,0.00,27.00
"Tekoa Academy Of Accelerated Studies",2012,4,491.00,488.00,0.00,0.00,29.00
"Tekoa Academy Of Accelerated Studies",2013,4,515.00,464.00,0.00,0.00,22.00
"Tekoa Academy Of Accelerated Studies",2014,4,405.00,348.00,0.00,0.00,18.00
"Tekoa Academy Of Accelerated Studies",2015,4,426.00,398.00,0.00,0.00,15.00
"Tekoa Academy Of Accelerated Studies",2016,4,492.00,457.00,0.00,0.00,17.00
"Tekoa Academy Of Accelerated Studies",2017,4,523.00,507.00,0.00,0.00,17.00
"Tekoa Academy Of Accelerated Studies",2018,4,408.00,257.00,0.00,0.00,15.00
"Tekoa Academy Of Accelerated Studies",2020,4,464.00,440.00,0.00,0.00,20.00
"Texans Can Academies",1997,1,221.00,0.00,31.00,0.00,4.00
"Texans Can Academies",1998,1,565.00,336.00,2.00,0.00,14.00
"Texans Can Academies",1999,2,752.00,237.00,0.00,0.00,40.00
"Texans Can Academies",2000,2,747.00,510.00,50.00,27.00,54.00
"Texans Can Academies",2001,2,817.00,428.00,21.00,12.00,67.00
"Texans Can Academies",2002,2,849.00,561.00,89.00,48.00,93.00
"Texans Can Academies",2003,2,900.00,701.00,79.00,70.00,98.00
"Texans Can Academies",2004,3,1247.00,809.00,283.00,242.00,184.00
"Texans Can Academies",2005,4,1335.00,926.00,354.00,205.00,199.00
"Texans Can Academies",2006,4,1712.00,1165.00,346.00,218.00,184.00
"Texans Can Academies",2007,4,1802.00,1424.00,483.00,386.00,215.00
"Texans Can Academies",2008,4,1825.00,1282.00,386.00,306.00,232.00
"Texans Can Academies",2009,4,1736.00,1543.00,263.00,190.00,247.00
"Texans Can Academies",2010,4,2123.00,1896.00,333.00,267.00,291.00
"Texans Can Academies",2011,4,1715.00,1596.00,286.00,235.00,215.00
"Texans Can Academies",2012,4,2136.00,2051.00,359.00,314.00,287.00
"Texans Can Academies",2013,4,2092.00,1996.00,292.00,266.00,243.00
"Texans Can Academies",2014,10,4258.00,4009.00,624.00,619.00,498.00
"Texans Can Academies",2015,11,4158.00,3941.00,640.00,622.00,435.00
"Texans Can Academies",2016,11,4468.00,4199.00,765.00,766.00,427.00
"Texans Can Academies",2017,13,5262.00,4640.00,866.00,830.00,412.00
"Texans Can Academies",2018,13,5809.00,4942.00,973.00,959.00,429.00
"Texans Can Academies",2019,13,5071.00,4250.00,854.00,837.00,443.00
"Texans Can Academies",2020,13,5269.00,4567.00,1392.00,1175.00,402.00
"Texas Academy Of Excellence",1997,1,56.00,22.00,0.00,0.00,0.00
"Texas Academy Of Excellence",1998,1,77.00,44.00,0.00,0.00,0.00
"Texas Academy Of Excellence",1999,1,136.00,62.00,0.00,0.00,0.00
"Texas Academy Of Excellence",2000,1,178.00,108.00,0.00,0.00,0.00
"Texas Academy Of Excellence",2001,1,229.00,149.00,0.00,0.00,4.00
"Texas Academy Of Excellence",2002,1,286.00,177.00,0.00,0.00,9.00
"Texas Academy Of Excellence",2003,1,320.00,187.00,0.00,0.00,14.00
"Texas Academy Of Excellence",2004,1,377.00,232.00,2.00,1.00,25.00
"Texas College Preparatory Academie",2019,36,12116.00,4611.00,1339.00,1331.00,856.00
"Texas College Preparatory Academie",2020,4,1160.00,167.00,81.00,13.00,72.00
"Texas College Preparatory Academies",2009,8,724.00,378.00,171.00,171.00,31.00
"Texas College Preparatory Academies",2010,13,1633.00,735.00,215.00,215.00,95.00
"Texas College Preparatory Academies",2011,15,2762.00,1293.00,249.00,249.00,223.00
"Texas College Preparatory Academies",2012,8,2167.00,671.00,0.00,0.00,220.00
"Texas College Preparatory Academies",2013,21,4018.00,1334.00,112.00,112.00,320.00
"Texas College Preparatory Academies",2014,24,5191.00,1933.00,340.00,340.00,377.00
"Texas College Preparatory Academies",2015,26,6120.00,1796.00,486.00,486.00,392.00
"Texas College Preparatory Academies",2016,30,8157.00,2854.00,804.00,804.00,478.00
"Texas College Preparatory Academies",2017,31,9358.00,4148.00,1160.00,1159.00,582.00
"Texas College Preparatory Academies",2018,31,9481.00,3971.00,1213.00,1206.00,620.00
"Texas College Preparatory Academies",2020,27,9649.00,3920.00,1126.00,806.00,637.00
"Texas Empowerment Academy",1999,1,46.00,20.00,0.00,0.00,4.00
"Texas Empowerment Academy",2000,1,61.00,38.00,0.00,0.00,0.00
"Texas Empowerment Academy",2001,1,75.00,51.00,0.00,0.00,14.00
"Texas Empowerment Academy",2002,1,105.00,61.00,0.00,0.00,15.00
"Texas Empowerment Academy",2003,1,119.00,50.00,0.00,0.00,24.00
"Texas Empowerment Academy",2004,1,125.00,44.00,0.00,0.00,27.00
"Texas Empowerment Academy",2005,1,122.00,73.00,0.00,0.00,31.00
"Texas Empowerment Academy",2006,1,117.00,33.00,0.00,0.00,27.00
"Texas Empowerment Academy",2007,1,122.00,85.00,0.00,0.00,17.00
"Texas Empowerment Academy",2008,1,119.00,78.00,0.00,0.00,15.00
"Texas Empowerment Academy",2009,1,141.00,90.00,0.00,0.00,22.00
"Texas Empowerment Academy",2010,2,227.00,161.00,0.00,0.00,28.00
"Texas Empowerment Academy",2011,2,251.00,171.00,0.00,0.00,32.00
"Texas Empowerment Academy",2012,2,259.00,191.00,0.00,0.00,23.00
"Texas Empowerment Academy",2013,2,218.00,152.00,0.00,0.00,17.00
"Texas Empowerment Academy",2014,2,237.00,187.00,0.00,0.00,16.00
"Texas Empowerment Academy",2015,2,271.00,271.00,0.00,0.00,15.00
"Texas Empowerment Academy",2016,2,287.00,205.00,0.00,0.00,16.00
"Texas Empowerment Academy",2017,2,294.00,194.00,0.00,0.00,18.00
"Texas Empowerment Academy",2018,2,297.00,245.00,0.00,0.00,23.00
"Texas Empowerment Academy",2019,2,334.00,286.00,5.00,0.00,10.00
"Texas Empowerment Academy",2020,2,366.00,308.00,5.00,0.00,10.00
"Texas Leadership",2010,1,633.00,287.00,0.00,0.00,44.00
"Texas Leadership",2011,1,745.00,334.00,10.00,6.00,45.00
"Texas Leadership",2012,1,836.00,385.00,10.00,10.00,52.00
"Texas Leadership",2013,1,960.00,406.00,10.00,10.00,71.00
"Texas Leadership",2014,2,1165.00,502.00,20.00,19.00,78.00
"Texas Leadership",2015,3,1766.00,811.00,44.00,36.00,100.00
"Texas Leadership",2016,4,2332.00,1127.00,104.00,99.00,149.00
"Texas Leadership",2017,4,2656.00,1295.00,107.00,104.00,180.00
"Texas Leadership",2018,4,2737.00,1384.00,111.00,109.00,188.00
"Texas Leadership",2019,4,2793.00,1417.00,94.00,90.00,231.00
"Texas Leadership",2020,4,2962.00,1436.00,88.00,75.00,255.00
"Texas Preparatory School",2002,1,87.00,1.00,0.00,0.00,8.00
"Texas Preparatory School",2003,1,117.00,66.00,0.00,0.00,17.00
"Texas Preparatory School",2004,1,124.00,66.00,1.00,1.00,18.00
"Texas Preparatory School",2005,1,88.00,45.00,0.00,0.00,10.00
"Texas Preparatory School",2006,1,88.00,57.00,0.00,0.00,8.00
"Texas Preparatory School",2007,1,92.00,64.00,0.00,0.00,10.00
"Texas Preparatory School",2008,1,77.00,24.00,0.00,0.00,5.00
"Texas Preparatory School",2009,1,80.00,39.00,0.00,0.00,7.00
"Texas Preparatory School",2010,1,105.00,90.00,0.00,0.00,4.00
"Texas Preparatory School",2011,1,133.00,66.00,0.00,0.00,5.00
"Texas Preparatory School",2012,1,146.00,102.00,0.00,0.00,11.00
"Texas Preparatory School",2013,1,138.00,97.00,0.00,0.00,9.00
"Texas Preparatory School",2014,2,199.00,130.00,0.00,0.00,14.00
"Texas Preparatory School",2015,2,280.00,195.00,0.00,0.00,24.00
"Texas Preparatory School",2016,2,251.00,176.00,0.00,0.00,21.00
"Texas Preparatory School",2017,2,287.00,215.00,0.00,0.00,28.00
"Texas Preparatory School",2018,2,248.00,181.00,0.00,0.00,28.00
"Texas Preparatory School",2019,2,228.00,164.00,0.00,0.00,29.00
"Texas Preparatory School",2020,2,191.00,135.00,0.00,0.00,10.00
"Texas School Of The Arts",2008,1,133.00,0.00,1.00,1.00,2.00
"Texas School Of The Arts",2009,1,153.00,6.00,1.00,1.00,12.00
"Texas School Of The Arts",2010,1,155.00,3.00,0.00,4.00,8.00
"Texas School Of The Arts",2011,1,152.00,3.00,3.00,3.00,12.00
"Texas School Of The Arts",2012,1,159.00,13.00,0.00,0.00,25.00
"Texas School Of The Arts",2013,1,296.00,45.00,0.00,0.00,17.00
"Texas School Of The Arts",2014,1,329.00,39.00,2.00,2.00,22.00
"Texas School Of The Arts",2015,1,334.00,32.00,4.00,3.00,17.00
"Texas School Of The Arts",2016,1,327.00,32.00,10.00,10.00,9.00
"Texas School Of The Arts",2017,1,342.00,35.00,17.00,23.00,12.00
"Texas School Of The Arts",2018,1,345.00,10.00,32.00,32.00,17.00
"Texas School Of The Arts",2019,1,332.00,5.00,35.00,35.00,17.00
"Texas School Of The Arts",2020,1,330.00,61.00,37.00,37.00,24.00
"Texas Serenity Academy",2000,2,25.00,18.00,0.00,0.00,16.00
"Texas Serenity Academy",2001,2,24.00,5.00,0.00,0.00,14.00
"Texas Serenity Academy",2002,2,38.00,30.00,0.00,0.00,11.00
"Texas Serenity Academy",2003,1,6.00,0.00,0.00,0.00,2.00
"Texas Serenity Academy",2004,1,6.00,3.00,0.00,0.00,2.00
"Texas Serenity Academy",2006,1,384.00,121.00,0.00,0.00,28.00
"Texas Serenity Academy",2007,2,222.00,188.00,0.00,0.00,15.00
"Texas Serenity Academy",2008,1,246.00,244.00,28.00,28.00,49.00
"Texas Serenity Academy",2009,1,339.00,254.00,77.00,77.00,31.00
"Texas Serenity Academy",2010,1,390.00,358.00,51.00,51.00,41.00
"Texas Serenity Academy",2011,1,408.00,381.00,72.00,61.00,26.00
"Texas Serenity Academy",2012,1,412.00,363.00,104.00,95.00,24.00
"Texas Serenity Academy",2013,1,427.00,390.00,143.00,135.00,27.00
"Texas Serenity Academy",2014,1,416.00,391.00,168.00,154.00,27.00
"Texas Serenity Academy",2015,1,408.00,375.00,158.00,146.00,31.00
"Texas Serenity Academy",2016,1,387.00,363.00,156.00,143.00,22.00
"Texas Serenity Academy",2017,2,507.00,441.00,170.00,160.00,27.00
"Texas Serenity Academy",2018,2,503.00,478.00,117.00,111.00,26.00
"Texas Serenity Academy",2019,2,408.00,399.00,84.00,81.00,30.00
"Texas Serenity Academy",2020,2,486.00,460.00,10.00,10.00,40.00
"The Excel Center",2015,1,132.00,106.00,0.00,0.00,0.00
"The Excel Center",2016,2,426.00,276.00,21.00,21.00,12.00
"The Excel Center",2017,3,374.00,195.00,103.00,103.00,9.00
"The Excel Center",2018,3,546.00,473.00,196.00,196.00,21.00
"The Excel Center",2019,1,118.00,112.00,37.00,37.00,11.00
"The Excel Center",2020,1,396.00,315.00,5.00,0.00,5.00
"The Excel Center (For Adults)",2019,3,382.00,190.00,119.00,119.00,5.00
"The Excel Center (For Adults)",2020,5,310.00,279.00,5.00,0.00,5.00
"The Lawson Academy",2012,1,276.00,204.00,12.00,0.00,13.00
"The Lawson Academy",2013,1,229.00,146.00,10.00,0.00,14.00
"The Lawson Academy",2014,1,201.00,146.00,13.00,0.00,16.00
"The Lawson Academy",2015,1,154.00,115.00,7.00,0.00,18.00
"The Lawson Academy",2016,1,149.00,61.00,6.00,0.00,17.00
"The Lawson Academy",2017,1,237.00,136.00,5.00,0.00,25.00
"The Lawson Academy",2018,1,233.00,195.00,2.00,0.00,23.00
"The Lawson Academy",2019,1,226.00,203.00,5.00,0.00,21.00
"The Lawson Academy",2020,1,195.00,166.00,5.00,0.00,15.00
"The Legends Academy",2010,1,33.00,1.00,0.00,0.00,6.00
"The Legends Academy",2011,1,65.00,28.00,0.00,0.00,7.00
"The Legends Academy",2012,1,72.00,15.00,0.00,0.00,22.00
"The Pro-Vision Academy",2014,2,263.00,253.00,2.00,2.00,47.00
"The Pro-Vision Academy",2015,2,356.00,335.00,4.00,4.00,61.00
"The Pro-Vision Academy",2016,2,363.00,338.00,2.00,2.00,50.00
"The Pro-Vision Academy",2017,2,340.00,309.00,2.00,2.00,58.00
"The Pro-Vision Academy",2018,2,403.00,379.00,0.00,0.00,62.00
"The Pro-Vision Academy",2019,2,478.00,434.00,0.00,0.00,56.00
"The Pro-Vision Academy",2020,2,516.00,423.00,0.00,0.00,77.00
"The Rhodes School",2008,1,91.00,73.00,0.00,0.00,0.00
"The Rhodes School",2009,1,128.00,51.00,0.00,0.00,13.00
"The Rhodes School",2010,1,298.00,237.00,0.00,0.00,15.00
"The Rhodes School",2011,1,355.00,287.00,0.00,0.00,21.00
"The Rhodes School",2012,1,595.00,514.00,0.00,0.00,22.00
"The Rhodes School",2013,1,724.00,587.00,35.00,24.00,28.00
"The Rhodes School",2014,1,683.00,496.00,27.00,20.00,30.00
"The Rhodes School",2015,2,804.00,562.00,21.00,14.00,33.00
"The Rhodes School",2016,3,914.00,703.00,27.00,19.00,54.00
"The Rhodes School",2017,4,1186.00,858.00,24.00,19.00,89.00
"The Rhodes School",2018,4,1177.00,762.00,33.00,28.00,90.00
"The Rhodes School",2019,3,1236.00,991.00,34.00,34.00,83.00
"The Rhodes School",2020,3,882.00,708.00,26.00,26.00,55.00
"The School Of Liberal Arts And Sciences",2000,1,42.00,28.00,11.00,12.00,0.00
"The School Of Liberal Arts And Sciences",2001,1,64.00,51.00,18.00,18.00,4.00
"The School Of Liberal Arts And Sciences",2002,1,119.00,81.00,43.00,42.00,2.00
"The School Of Liberal Arts And Sciences",2003,1,249.00,133.00,40.00,33.00,11.00
"The School Of Liberal Arts And Sciences",2004,1,333.00,263.00,91.00,79.00,20.00
"The School Of Liberal Arts And Sciences",2005,1,473.00,369.00,167.00,133.00,19.00
"The School Of Liberal Arts And Sciences",2006,1,552.00,477.00,166.00,140.00,19.00
"The School Of Liberal Arts And Sciences",2007,1,545.00,480.00,132.00,76.00,19.00
"The School Of Liberal Arts And Sciences",2008,1,640.00,415.00,168.00,109.00,20.00
"The School Of Liberal Arts And Sciences",2009,1,706.00,669.00,196.00,196.00,23.00
"The School Of Liberal Arts And Sciences",2010,1,714.00,664.00,247.00,240.00,18.00
"The Varnett Public School",1999,1,347.00,271.00,0.00,0.00,24.00
"The Varnett Public School",2000,1,491.00,331.00,0.00,0.00,17.00
"The Varnett Public School",2001,1,626.00,72.00,0.00,0.00,42.00
"The Varnett Public School",2002,1,720.00,301.00,0.00,0.00,30.00
"The Varnett Public School",2003,1,749.00,372.00,0.00,1.00,39.00
"The Varnett Public School",2004,3,1110.00,241.00,61.00,61.00,67.00
"The Varnett Public School",2005,3,1126.00,444.00,0.00,0.00,71.00
"The Varnett Public School",2006,3,1180.00,1052.00,133.00,133.00,41.00
"The Varnett Public School",2007,3,1450.00,1120.00,260.00,259.00,41.00
"The Varnett Public School",2008,3,1525.00,1365.00,283.00,283.00,37.00
"The Varnett Public School",2009,3,1464.00,1400.00,368.00,369.00,32.00
"The Varnett Public School",2010,3,1552.00,1512.00,441.00,433.00,28.00
